Name,Weight (lbs),Height (inches)
"Vitale, Danny",239,73
"Kehoe, Scott",282,76
"Nee, John",295,77
"Parson, Mark",192,70
"Lee, Charles",227,75
"LeBeau, Joseph",219,72
"Newashe, Bill",200,71
"Semple, Tony",305,77
"Miller, Braxton",205,73
"Timberlake, Bob",220,76
"Abdullah, Ameer",203,69
"Chapman, Kory",202,73
"Green, A.J.",210,76
"Knight, Pat",207,74
"Rackley, Derek",250,76
"Redeen, Sheepy",185,
"Johnson, Rashad",204,71
"Davis, Ja'Gared",238,72
"Pavlich, Charlie",210,74
"Brantley, Caleb",314,74
"Elimimian, Solomon",230,72
"Markland, Jeff",245,75
"Vander Laan, Jason",244,76
"Murray, Najee",185,69
"Lewis, Keith",220,72
"Frank, Paul",200,
"Clowney, Jadeveon",270,77
"Fluellen, Andre",302,74
"Hanson, Ray",190,71
"Davis, Lorenzo",185,71
"Pauly, Frank",270,73
"Fletcher, John",265,78
"Rabold, Mike",239,74
"Martin, Mike",186,70
"Kimball, Bruce",260,74
"Cardwell, Joe",235,75
"McClain, Rolando",255,76
"Jennings, Kelly",180,71
"Tesser, Ray",204,74
"Nichols, Ralph",210,72
"Schmit, Bob",220,73
"Bailey, Teddy",225,73
"Myers, Jason",195,70
"Riley, Bob",276,77
"Pannozzo, John",235,71
"Ballard, Jim",223,75
"Martin, Ronald",220,74
"Cantrell, Barry",195,73
"Schulte, Rick",270,74
"Johnson, Paris",207,74
"Parker, Jeff",185,70
"Malkovich, Joe",205,75
"Omameh, Patrick",316,76
"Richter, Frank",235,75
"Hardison, Marcus",315,75
"Hall, Marcus",315,77
"Toone, Spencer",240,73
"Forrest, Josh",249,75
"Thornton, Ronnie",244,74
"Jennings, Jack",245,76
"Irons, Grant",285,78
"Mayo, Ron",222,74
"Bodine, Russell",308,75
"Ricks, Harold",200,70
"Witzmann, Bryan",320,79
"Davis, Tristan",211,70
"Keeton, Durwood",178,71
"Biegel, Vince",246,75
"Philip, Marvin",300,73
"Banas, Steve",190,72
"Bacchus, Carl",205,72
"Sales, Marcus",195,72
"Anderson, Kadarron",234,73
"Williams, Xavier",309,74
"Hargrove, Jim",233,74
"Young, Ben",225,76
"Graddy, Sam",165,70
"Adams, Sam",350,75
"Garrett, Thurman",268,75
"Kopay, Dave",218,72
"Oliphant, Mike",183,70
"Selmon, Dewey",246,73
"Perine, Samaje",235,70
"Dailey, Casey",249,75
"Wheeler, Mark",232,74
"Fonoti, Toniu",340,76
"Choboian, Max",215,76
"Schoen, Tom",185,71
"Marchi, Basilio",220,74
"Denson, Keith",165,68
"Patterson, Craig",305,76
"Dangerfield, Jordan",199,70
"O'Daniel, Corey",307,78
"Schultz, Heinie",182,70
"Bartkowski, Steve",213,76
"Olugbode, Kenneth",220,72
"Patt, Maury",205,74
"Fontenot, Chris",250,76
"Seeman, George",195,73
"Anderson, Antonio",311,78
"Behman, Bull",215,70
"Fernandez, Manny",250,74
"Graf, Rick",244,77
"Norton, Jim",254,76
"Wallace, Dutch",203,72
"Barber, Marion",218,71
"Capers, Selvish",315,77
"Robbins, Kevin",286,77
"Galazin, Stan",211,75
"Hadley, Spencer",230,73
"Pattison, Mark",190,74
"Rivera, Hank",180,71
"Waters, Dale",212,74
"Jennings, Greg",198,72
"Charles, Earl",215,73
"Wanless, George",160,68
"Judon, Matt",275,75
"Allen, Ed",175,68
"Davis, Dowayne",202,72
"Hardy, Kevin",259,76
"Crabtree, Michael",215,73
"Terrell, David",212,75
"Matthews, Clay",245,74
"Nutting, Ed",246,76
"Ridgway, Colin",211,77
"Illig, Pat",316,77
"Vittatoe, Trevor",220,74
"Lidberg, Cully",190,69
"Whalen, James",244,74
"Schmidt, Taylor",325,75
"Pashe, Bill",185,71
"Dawson, Phil",200,71
"Bell, Le'Veon",225,73
"Chappuis, Bob",190,72
"Thomas, Vern",155,71
"Anderson, Dick",196,74
"Athas, Pete",185,71
"Anyama, Boris",230,74
"Warner, Charley",176,72
"Mattioli, Frank",210,72
"Aguiar, Louie",220,74
"Flowers, Richmond",192,71
"Patrick, Johnny",190,71
"Cieslak, Brad",260,75
"Eggers, Doug",213,72
"Gill, Owen",230,73
"Jenkins, Jarvis",300,76
"Giordano, Daniel",260,76
"Skura, Matt",305,75
"Mewhort, Jack",312,78
"Batten, Pat",225,74
"Koyack, Ben",269,77
"Manuel, Rod",290,77
"Byrd, Jairus",203,70
"Raymer, Cory",300,75
"Beck, Carl",180,71
"Patulski, Walt",259,78
"Osei, Claudius",207,72
"Davis, Keith",207,71
"Lang, Cedrick",255,81
"King, Gordon",275,78
"Schweda, Brian",250,75
"Rhea, Aaron",202,73
"Korrodi, Toby",234,75
"Long, Spencer",324,77
"Hannah, Travis",161,67
"King, Shawn",290,75
"Vlasic, Mark",206,75
"Anderson, David",193,70
"Harmon, Ham",220,72
"Lampkin, Ashton",189,72
"Enis, Hunter",195,74
"Tobey, Dave",231,75
"Thompson, Leonard",192,71
"Fraser, Jim",236,75
"Bell, Brandon",227,73
"Kelly, Jim",218,74
"Pianalto, Zack",250,76
"Tankersley, Cordrea",200,73
"Demaree, Chris",260,75
"Allen, Javorius",222,72
"Anderson, Dick",245,77
"Dieke, Emmanuel",278,78
"Anderson, Don",196,70
"Pike, Chris",1,80
"Janiak, Len",203,73
"McCabe, Mike",320,77
"Cyprien, Johnathan",217,72
"Peterson, Nels",179,68
"Reece, Don",230,73
"Hadnot, Jim",244,74
"Nacua, Kai",205,73
"Pelon, Claude",300,76
"Grymes, Aaron",185,71
"Baham, Curt",180,71
"Campfield, Billy",200,71
"Travis, Damarius",206,73
"Gordon, Thomas",214,72
"Wheeler, Ernie",190,73
"Bates, Daren",225,71
"Cooks, Brandin",189,70
"Jackson, Don",184,71
"Tobin, Rex",180,
"Marpet, Ali",307,76
"Lewis, Michael",222,73
"Thomas, Damon",215,74
"Fenton, Mark",295,76
"Lindsey, Hub",196,71
"Nevers, Ernie",204,72
"Knox, Johnny",185,72
"Fields, George",245,75
"Kadziel, Ron",230,76
"Nicksich, George",225,72
"Pearson, Kalvin",200,70
"Jenkins, Damon",195,70
"Enke, Fred",208,73
"Neill, Jim",190,74
"Andrews, Josh",311,74
"Backes, Tom",273,76
"Owens, Jim",205,75
"Phillips, Wes",275,77
"Leach, Scott",221,74
"Barnett, Vincent",200,73
"Levy, Richard",316,78
"Daniels, Mike",310,72
"Rather, Bo",184,73
"Van Galder, Tim",200,74
"Wenglikowski, Al",215,73
"Alston, Mack",230,74
"Hamlet, Anthony",260,75
"Zimmerman, Roy",201,74
"Beachum, Kelvin",316,75
"Joelson, Greg",270,75
"Palepoi, Tenny",298,73
"Harms, Art",200,73
"Sauer, Craig",241,73
"Denson, Al",208,74
"Hargreaves, Vernon",204,70
"Paige, Stephone",180,74
"Allegre, Raul",165,69
"Bryant, Dez",220,74
"Petrella, Bob",190,71
"Elness, Shorty",166,68
"Lee, Jeff",195,74
"Weishuhn, Clayton",220,74
"Schweickert, Bob",190,73
"Darr, Matt",214,73
"Pense, Leon",170,72
"Phillips, Rod",220,72
"Satele, Samson",300,75
"Kelly, Jim",226,75
"Niedziela, Bruno",225,74
"Amey, Vince",300,74
"Thomas, Drew",188,69
"Hackbart, Dale",210,75
"Jackson, Marcus",195,73
"Lillibridge, Marc",240,73
"Bandy, Don",255,75
"Carr, Greg",217,77
"Scanlan, Jerry",270,77
"Andrews, Stacy",318,78
"Wedderburn, Floyd",333,77
"Obeck, Vic",225,72
"Jappe, Paul",195,73
"Goodman, Aubrey",225,75
"Pears, Morgan",332,78
"Harris, DaJohn",306,75
"Thomas, George",183,73
"Allen, Antonio",210,73
"Madison, Brad",265,76
"Leonard, Matt",301,75
"Sanders, Clarence",228,76
"Davis, Zola",185,72
"Hamilton, Skip",265,74
"Carnahan, Andrew",306,79
"Ertz, Zach",250,77
"Harris, Cliff",188,72
"Malone, Tom",205,72
"Wear, Bob",205,71
"Feichtinger, Andy",170,70
"Daukas, Lou",203,72
"Johnson, John Henry",210,74
"Henry, Hunter",250,77
"MacDonald, Buck",180,70
"Barber, Mark",192,71
"Spence, Akeem",307,73
"Waldemore, Stan",263,76
"Ohrnberger, Rich",300,74
"Edwards, Herman",194,72
"Olmstead, Charlie",1,
"Williams, Damien",228,71
"Anderson, Quintin",280,77
"Gaines, E.J.",190,70
"Redfern, Kasey",215,74
"Majors, Billy",175,72
"Church, Barry",218,74
"Eley, Monroe",210,74
"Goodman, Andre'",191,70
"Yagiello, Ray",220,72
"Kittner, Kurt",211,74
"Glenn, Cordy",345,78
"Seay, Virgil",175,68
"Lester, Pinky",160,66
"Zimmerman, Don",195,75
"Neuman, Bob",198,72
"Cathcart, Royal",185,72
"Finkenberg, Evan",305,76
"Murphy, Kyle",305,78
"Washington, Mark",188,70
"Seno, Frank",191,72
"Van Roten, Greg",303,75
"Jones, Reshad",214,73
"Anderson, null",,
"Harrell, Maurice",245,76
"Reinders, Joel",318,80
"Newhall-Caballero, Kyle",220,75
"Noga, Peter",212,72
"Weatherly, Jim",245,75
"Grissom, Geneo",265,76
"Ross, John",190,71
"Edwards, Dan",197,73
"Rieth, Bill",203,71
"Share, Nate",210,73
"Jones, Chris",310,77
"Zyntell, Jim",200,73
"Weaver, Larrye",190,71
"Anderson, Justin",232,74
"Neville, Tom",260,76
"Allen, Patrick",180,70
"Fears, Tom",216,74
"Parker, Jeremiah",250,77
"Thompson, Taylor",268,78
"Sapp, Benny",190,70
"Upshaw, Courtney",272,74
"Walker, Devan",240,75
"Richardson, Horace",212,72
"Lester, Darrell",228,74
"Ottele, Dick",210,75
"Vance, Joe",180,73
"Floyd, Marquis",190,72
"Lawson, Jerry",192,71
"Johnson, Preston",230,74
"Thompson, Will",255,75
"Anderson, Erick",240,73
"Levanitis, Steve",220,73
"Seau, Junior",250,75
"Davis, Tommy",215,72
"Scott, Tom",218,74
"Sendlein, Robin",225,75
"DeRamus, Lee",205,72
"Keenan, Ryan",295,77
"Harris, Josh",224,73
"Jansen, J.J.",240,74
"Markham, Dale",280,80
"Williams, Teddy",210,73
"Sickels, Garrett",261,75
"Dean, Kevin",235,73
"Banker, Ted",270,74
"Rifenburg, Dick",195,75
"Kukwa, Anthony",221,75
"Gifford, Frank",197,73
"Penton, Aarion",185,70
"Waits, Alex",204,74
"Watts, Jason",271,75
"Bayless, Rick",202,72
"Robb, Harry",186,70
"Haddix, Wayne",203,73
"Hall, Tim",218,71
"Gonya, Bob",215,74
"Rivers, Keith",235,74
"Batch, Charlie",216,74
"Thomas, Joe",312,78
"Vince, Ralph",175,68
"Izo, George",218,76
"Marx, Greg",260,76
"Watson, Menelik",315,77
"Johnson, Andre",314,77
"Johnson, Sidney",175,69
"Komlo, Jeff",200,74
"Sambrailo, Ty",315,77
"Johnson, Keyshawn",211,76
"Flowers, Bob",210,73
"Thomas, Todd",230,74
"Redding, Devine",205,68
"Johnson, Len",,
"Adams, Henry",190,73
"McLendon, Steve",310,75
"Wilson, Howard",185,73
"Hartsock, Ben",265,76
"Davis, Kyle",240,75
"Allman, Bob",198,72
"Neal, Richard",260,75
"Peters, Frosty",183,70
"Hartson, Brandon",238,74
"Koniszewski, John",243,75
"O'Neil, Bob",229,73
"Bailey, Karsten",205,72
"Jefferson, Cameron",317,77
"Niklas, Troy",270,78
"Yeboah-Kodie, Phil",220,74
"Armstead, Terron",304,77
"Korff, Mark",230,73
"Mays, Devante",230,71
"Peterson, Adrian",220,73
"Armstrong, Ray-Ray",220,75
"Gilbert, Jimmie",216,76
"Jackson, Larron",270,75
"Walker, John",270,78
"Hanneman, Chuck",220,72
"Payton, Walter",200,70
"Scott, Darell",317,75
"Johnson, Derrick",242,75
"Beede, Frank",296,76
"Diettrich, John",190,74
"Leigh, Charlie",206,71
"Owens, Pete",205,71
"DeLong, Greg",255,76
"Mann, Charles",250,78
"Davis, Clarence",195,70
"Washington, Dave",228,76
"Dickerson, Anthony",220,74
"Thurman, Dennis",176,71
"Matthews, Steve",228,75
"Norris, Ulysses",230,76
"Kaufusi, Steve",274,76
"Geater, Ron",272,78
"Bercovici, Mike",204,72
"Banks, Gordon",175,70
"Bailey, Robert",182,70
"Campion, Pete",307,76
"Valentine, Ira",212,72
"Orvis, Herb",248,77
"Gaskins, Percell",230,72
"Landers, Walt",214,72
"Parry, David",310,74
"Hastings, Joe",185,72
"Tootle, Jeff",240,74
"Bates, Patrick",215,75
"Weaver, Ross",210,73
"Broxton, Jarell",322,75
"Ettenhaus, Earl",,
"Phillips, Anthony",225,74
"Lewis, Leo",170,68
"Pitcock, Quinn",299,74
"Zadworney, Frank",202,72
"Rasby, Walter",252,75
"Yarbrough, Jim",265,77
"Farrell, Scrapper",204,69
"Fiorentino, Ed",210,73
"Katula, Matt",265,78
"Johnson, Leon",185,71
"Keyes, Josh",223,74
"Patterson, David",274,73
"Fabini, Jason",312,79
"Hackney, Darrell",248,72
"Homer, Tevin",195,74
"Carter, Mike",210,73
"Abdul-Quddus, Isa",196,73
"Pagel, Mike",201,74
"Atkinson, Al",230,74
"Baumgartner, Bill",202,75
"Karras, Ted",245,73
"Olson, Harold",255,74
"Chekwa, Chimdi",190,72
"Mauck, Carl",243,76
"Weaver, Thomas",305,73
"Renfro, Mike",184,72
"Antle, Tanner",228,76
"Pangle, Hal",200,70
"Quillan, Fred",261,77
"Jarmoluk, Mike",252,77
"Smith, Donovan",338,78
"Sawyer, Talance",270,74
"Johnson, John",240,75
"Harris, Marshall",261,78
"Washington, Eric",190,74
"Reiff, Riley",305,78
"Dinkins, Darnell",260,76
"Flaherty, Ray",190,72
"Redd, Vince",260,78
"Hastings, Bill",190,74
"Charpier, Len",235,70
"Aimonetti, John",278,75
"Armstrong, Adger",213,72
"Johnson, Jalil",184,70
"Johnson, Charlie",265,73
"Johnson, Kerry",200,75
"Alzado, Lyle",255,75
"MacAfee, Ken",212,74
"Mackbee, Earsell",195,73
"McCabe, Jerry",225,73
"Kiser, Paul",272,76
"Young, Willie",258,76
"Lee, Oudious",253,73
"Harris, Lou",180,72
"Scott, Padric",309,72
"Rapp, Herb",195,72
"Farr, Mike",192,70
"Okine, Earl",290,78
"Faulk, Marshall",211,70
"Fountaine, Jamal",240,75
"Natkin, Brian",246,74
"Kiel, Blair",200,72
"Johnson, Herbert",182,71
"Hopkins, Trey",310,75
"Habib, Brian",299,79
"Kosins, Gary",215,73
"Robb, Stan",185,72
"Weddington, Mike",245,76
"Payton, Sean",200,71
"Campbell, Lee",247,74
"Waldron, Dustin",310,77
"Moore, Alonzo",185,74
"Perkins, Horace",180,71
"Gaston, Willie",183,71
"Jennison, Ray",224,74
"Barber, Bob",240,75
"Elliott, Lin",182,72
"Watts, George",225,73
"Thompson, Jamie",192,72
"Toon, Nick",218,76
"Lawrence, Don",245,73
"Spikes, Brandon",255,74
"Braunecker, Ben",255,76
"Fackrell, Kyler",245,77
"Raffel, Bill",195,71
"Prosch, Jay",255,73
"Nelson, Jerico",216,70
"Okoye, Christian",253,73
"Collins, Jamie",250,75
"Quessenberry, David",306,77
"Ford, Patrick",305,78
"Washington, Todd",317,75
"Gann, Mike",256,77
"Koontz, Joe",192,73
"Pittman, Antonio",195,71
"Peterson, Ray",190,72
"Wallace, Rodney",255,77
"Abdullah, Khalid",227,74
"Tersch, Rudy",195,
"Childs, Jimmy",194,74
"Evans, Josh",198,72
"Farris, Kris",318,80
"Larson, Lynn",254,76
"Esposito, Mike",183,72
"Rayner, Dave",215,74
"Robertson, Barry",245,73
"Graham, Aaron",301,76
"Karras, Ted",305,76
"Davis, A.J.",183,72
"Hyde, Carlos",235,72
"Smith, Jacquies",260,74
"Elwell, Jack",200,75
"Noll, Chuck",220,73
"Paxson, Scott",290,76
"Weddle, Eric",195,71
"Walker, Malcolm",250,76
"Barnes, T.J.",364,79
"Hart, Derek",240,76
"Fairley, Nick",308,76
"Jenkins, Janoris",198,70
"Warren, Chris",227,74
"Odom, Sammy",235,74
"Tercero, Scott",303,75
"Savitsky, George",244,74
"Sanders, Chris",217,74
"Pfahler, Steve",254,76
"Karras, Alex",248,74
"Carpenter, Chad",200,72
"Tackwell, Cookie",215,74
"Rizzo, Jack",195,70
"Johnson, Marshall",191,73
"Palermo, Jim",180,69
"Philcox, Todd",218,76
"Thompson, Orrin",320,78
"Keeler, Brandon",215,75
"Albrecht, Art",203,73
"Flowers, Brandon",187,69
"Maarleveld, J.D.",300,78
"Fike, Dan",280,79
"Stanford, Julian",230,73
"Johnson, Jimmie",257,74
"Dill, R.J.",320,78
"Babcock, Harry",193,74
"Moore, Chris",200,73
"Charlton, Taco",272,78
"Davis, Cody",206,73
"Castille, Simeon",190,72
"Spriggs, Jason",301,78
"Bosa, Joey",280,77
"Robinson, Corey",317,79
"Ingram, Luke",235,78
"Zelencik, Connie",245,76
"Ballard, Vick",224,70
"Bell, Coleman",243,74
"Johnson, Dezmond",245,75
"Hansen, Carl",280,77
"Savage, Dantrell",182,68
"Colquitt, Dustin",210,75
"Davis, James",240,73
"Gilbert, Tony",245,72
"Atkinson, George",180,72
"Ciccone, Ben",297,70
"Gonzaga, John",247,75
"Anderson, Hunk",191,71
"Villapiano, Phil",225,74
"Reese, Josh",180,72
"Pankey, Adam",324,77
"Thunder, Baptiste",215,70
"Nicolas, Scott",226,75
"Ellis, Chris",267,76
"Langley, Brendan",199,72
"Janata, John",274,79
"Christenson, Brandon",249,73
"Farmer, Derek",205,71
"Morrow, Nicholas",220,73
"Thielscher, Karl",180,71
"Perrin, Jack",160,69
"Perry, Wilmont",235,73
"Golden, Jack",240,73
"Harmon, Tom",238,76
"Newton, Bob",257,76
"Hagins, Isaac",179,69
"Shell, Rushel",216,72
"Casey, Chance",190,71
"Barnett, Bill",258,76
"Wood, Eric",310,76
"Flaherty, Tom",223,75
"Hammond, Henry",190,71
"Janerette, Chuck",265,75
"Mathews, Ricardo",300,75
"Beekley, Ferris",185,68
"Allen, Lou",215,75
"Mallouf, Ray",180,71
"Yates, T.J.",217,76
"Dittoe, Chris",232,77
"Hardy, Dick",210,70
"Edwards, Weldon",225,72
"Hewitt, Neville",232,74
"Peek, Antwan",250,75
"Koken, Mike",180,71
"Adduci, Nick",207,70
"Aikens, Walt",218,73
"Karras, Johnny",187,71
"Hamilton, Lawrence",204,75
"Anderson, Max",180,68
"Marston, Ralph",170,69
"Tandy, George",210,73
"Shazier, Ryan",230,73
"O'Neill, Tip",170,70
"Diehl, Wally",204,72
"Lewis, D.D.",225,73
"Carter, Dale",194,73
"Vellone, Jim",255,75
"Tialavea, D.J.",260,76
"Thomas, Tre",216,73
"Denman, Anthony",235,71
"Hatcher, Armon",212,72
"Rimington, Dave",288,75
"Thompson, Tuffy",172,71
"Eakin, Kevin",225,73
"Jackson, Raymond",189,70
"Girard, Jug",176,71
"Nathan, Tony",206,72
"Salaam, Abdul",262,75
"Barlow, Kevan",234,73
"House, Davon",200,72
"Sharp, Hunter",198,71
"Martin, Zack",310,76
"Roos, Jordan",320,77
"Reed, Mark",201,75
"Rehder, Tom",280,79
"Vant Hull, Fred",214,72
"Alexander, P.J.",297,76
"Nowak, Walt",185,71
"Dickson, Paul",252,77
"Harris, John",218,74
"Barker, Bryan",202,73
"Franklin, Larry",185,73
"Divens, Lamar",340,75
"Barnett, Calvin",317,74
"Webb, B.W.",190,71
"Freeman, Jerrell",236,72
"Banks, Mike",260,76
"Dawkins, Ralph",195,68
"Schwartz, Elmer",212,72
"Cherry, Mike",225,76
"Tollefson, Chuck",215,72
"Rolle, Jumal",190,72
"Schultz, Bill",305,77
"Emerson, Vern",260,77
"Ford, Garrett",230,74
"Brown, Christian",305,74
"Sartin, Dan",250,73
"Palmer, Derrell",240,74
"Roberts, William",298,77
"Irwin-Hill, Sam",203,74
"Jarrett, Craig",215,74
"Davis, Marcus",228,76
"Bartrum, Mike",245,76
"Adams, Gary",180,70
"DeCoud, Thomas",195,74
"Sayles, Marcus",177,70
"Evans, Brandon",340,76
"Fox, Vernon",203,70
"Galloway, Duane",181,68
"Nkwenti, Mathias",300,75
"Sitton, Josh",318,75
"Franklin, P.J.",180,70
"Giammona, Louie",180,69
"Jackson, Bill",202,73
"Bell, Kenny",197,73
"Gettis, David",220,75
"Lassiter, Ike",270,77
"Artis-Payne, Cameron",220,70
"Vellano, Joe",300,74
"Turbin, Robert",225,70
"Barnett, C.J.",201,72
"Roberts, Guy",218,73
"Palardy, Michael",191,71
"Haden, Jack",233,76
"Hagberg, Swede",219,76
"Akins, C.J.",200,73
"Gary, Olandis",218,71
"Scott, Randy",223,73
"Hall, Ken",205,73
"Leckey, Nick",291,75
"Perry, Jared",178,73
"Washington, Dave",223,77
"Davis, Fred",244,75
"Mack, Tremain",193,72
"Ingram, Mark",194,70
"Kinderdine, Walt",170,70
"Thomas, Demaryius",229,75
"King, Charlie",184,72
"Applegran, Clarence",200,74
"Danehe, Dick",235,74
"Johns, Ed",175,72
"Walker, Fulton",193,70
"Campbell, Rich",224,76
"Odom, Chris",234,75
"Scirrotto, Anthony",202,72
"Carl, Harland",195,72
"Gause, Frank",190,
"Weller, Rabbit",150,65
"Adams, Flozell",338,79
"Helfet, Cooper",239,75
"Evans, Darren",232,72
"Allen, Bosley",195,73
"Adams, Curtis",198,71
"Paternoster, Angelo",195,71
"Charon, Carl",202,70
"Huber, Kevin",211,73
"Hampton, Jermaine",219,72
"Lechthaler, Roy",198,70
"Alexis, Rich",234,72
"Baker, Chris",200,77
"Anderson, Billy",195,73
"Goar, Guy",257,76
"Kent, Rashod",275,78
"Westmoreland, Dick",190,73
"Sandy, Justin",210,72
"Beier, Tom",195,71
"Harrison, Lloyd",190,70
"Aldridge, Melvin",195,74
"Harder, Pat",203,71
"Gorrer, Danny",180,72
"Redmond, Rudy",196,73
"Kern, Bill",187,72
"Schleicher, Maury",238,75
"Carter, Michael",281,74
"Barnidge, Gary",250,78
"Thorson, Brad",310,77
"Lawrence, Amos",181,71
"Christianson, Oscar",186,70
"Hayes, De'Chavon",192,71
"Zamberlin, John",230,74
"Bush, Deon",200,72
"Johnson, Ken",220,74
"Barber, Ernie",225,73
"Watson, Steve",195,76
"DeWeese, Ebby",188,72
"Reyes, Alex",234,73
"Zeman, Bob",200,73
"Davis, Marvin",235,76
"English, Otis",350,77
"Ferrari, Ron",212,72
"Fleischmann, Jack",184,66
"Foster, Sean",184,71
"Masters, Norm",249,74
"Johnson, Jerry",195,71
"Scherff, Brandon",323,77
"Orakpo, Brian",257,76
"Walson, Bullets",174,
"Boggs, Taylor",302,75
"Glenn, Vencie",189,72
"Lewis, Albert",205,74
"Gepford, Sid",152,66
"Pulley, Spencer",308,76
"West, Zach",295,77
"Geason, Cory",270,76
"Baker, Myron",234,73
"Alexander, Doc",220,71
"Johnson, Bobby",191,72
"Watts, Craig",335,75
"Allen, Ricardo",186,69
"Ward, John",258,76
"Cavanaugh, Matt",212,74
"Robinson, Aldrick",187,70
"Riggs, Gerald",229,72
"Mason, Larry",205,71
"Umphrey, Rich",263,75
"Cole, Trent",270,75
"Hannah, Herb",220,75
"Ortmann, Mark",295,78
"Neck, Tommy",190,71
"Lamb, Walt",195,73
"Lipski, John",200,71
"Kluwe, Chris",210,76
"Zentic, Mike",255,75
"Reifsnyder, Bob",250,74
"Scarry, Mike",214,72
"Thorpe, Neiko",200,73
"Manderino, Chris",231,72
"Franco, Ed",205,68
"Reid, Darrell",270,74
"Sharpe, Luis",295,77
"Walker, Mickey",235,72
"Feldhaus, Bill",226,72
"McCoy, Colt",215,73
"Uperesa, Dane",305,77
"Knappe, Andreas",295,81
"Glover, Kevin",282,74
"Reeves, Ken",270,77
"Campbell, Arnold",260,75
"Childers, Jamie",250,76
"Raye, Jimmy",165,69
"Jones, Chandler",265,77
"Johnson, Butch",187,73
"Caleb, Brandon",193,73
"Jackson, Ray",227,73
"Thurmond, Walter",190,71
"Davis, Carl",327,77
"Keyes, Dennis",203,74
"Hanson, Hal",190,73
"Richardson, Greg",171,67
"McCabe, Richie",185,73
"Anderson, John",226,75
"Gilchrist, Marcus",198,70
"Peace, Larry",185,71
"McAlister, Chris",210,73
"Toburen, Nelson",235,75
"Davis, Russell",306,76
"Alabi, Anthony",315,77
"Maronic, Duke",209,69
"Mayes, Derrick",205,72
"Schroeder, Bill",190,72
"King, Horace",208,70
"Jackson, Tarvaris",225,74
"Wing, Brad",205,75
"Wagner, Chris",255,78
"Kilson, Dave",200,73
"Frazier, Kavon",217,72
"Stinson, Ed",287,76
"Taliaferro, George",196,71
"Terry, D.D.",190,73
"Matthews, John",200,72
"Johnson, Taurus",205,73
"Israel, Ron",212,72
"Lotulelei, Star",315,74
"Vogelaar, Carroll",253,75
"Marchibroda, Ted",178,70
"Golson, Senquez",176,69
"Carberry, Glen",190,72
"Aleaga, Ink",251,73
"Davis, Reuben",320,77
